Address,Borough,Postcode,Latitude,Longitude,License Number,Landlord,Agent
"Flat 36 46, Borough Road, London, SE1 0AJ",Southwark,SE1 0AJ,51.499181,-0.100373,SWK-153056824925,,
"Flat 30 46, Borough Road, London, SE1 0AJ",Southwark,SE1 0AJ,51.499181,-0.100373,SWK-406736674333,,
"70, Southwark Bridge Road, London, SE1 0AS",Southwark,SE1 0AS,51.503411,-0.096105,SWK-394552191523,,
"76, Southwark Bridge Road, London, SE1 0AS",Southwark,SE1 0AS,51.503411,-0.096105,SWK-413838236836,,
"74, Southwark Bridge Road, London, SE1 0AS",Southwark,SE1 0AS,51.503411,-0.096105,SWK-971099354460,,
"72, Southwark Bridge Road, London, SE1 0AS",Southwark,SE1 0AS,51.503411,-0.096105,SWK-704438422128,,
"Flat 48, Pakeman House Pocock Street, London, SE1 0BH",Southwark,SE1 0BH,51.502283,-0.102549,SWK-402855408648,,
"Flat 45, Pakeman House Pocock Street, London, SE1 0BH",Southwark,SE1 0BH,51.502283,-0.102549,SWK-546173469224,,
"Top Floor Flat, Alphege House 2, Pocock Street, London, SE1 0BJ",Southwark,SE1 0BJ,51.501946,-0.102866,SWK-739833778181,,
"7, South Side Apartments 58, Great Suffolk Street, London, SE1 0BL",Southwark,SE1 0BL,51.503104,-0.101579,SWK-087066539915,,
"8, Lagare Apartments 53, Surrey Row, London, SE1 0DF",Southwark,SE1 0DF,51.502787,-0.102024,SWK-797328296962,,
"Flat C 150, Southwark Bridge Road, London, SE1 0DG",Southwark,SE1 0DG,51.500117,-0.099859,SWK-667117684965,,
"First Floor And Second Floor Flat 160, Southwark Bridge Road, London, SE1 0DG",Southwark,SE1 0DG,51.500117,-0.099859,SWK-030893355220,,
"Ground Floor Flat 154, Southwark Bridge Road, London, SE1 0DG",Southwark,SE1 0DG,51.500117,-0.099859,SWK-560629208538,,
"Top Flat 156, Southwark Bridge Road, London, SE1 0DG",Southwark,SE1 0DG,51.500117,-0.099859,SWK-646746536391,,
"Basement And Ground Floor Flat 3, Belvedere Buildings, London, SE1 0DQ",Southwark,SE1 0DQ,51.500304,-0.100269,SWK-805867779870,,
"First Floor And Second Floor Flat 3, Belvedere Buildings, London, SE1 0DQ",Southwark,SE1 0DQ,51.500304,-0.100269,SWK-001498798028,,
"First Floor And Second Floor Flat 9, Belvedere Buildings, London, SE1 0DQ",Southwark,SE1 0DQ,51.500304,-0.100269,SWK-281924701881,,
"Flat 3 175, Southwark Bridge Road, London, SE1 0ED",Southwark,SE1 0ED,51.501222,-0.098113,SWK-089897153917,,
"Flat 1 25b, Copperfield Street, London, SE1 0EN",Southwark,SE1 0EN,51.502985,-0.098673,SWK-866539390856,,
"Flat 4 25b, Copperfield Street, London, SE1 0EN",Southwark,SE1 0EN,51.502985,-0.098673,SWK-934411901139,,
"Flat C 108, Great Guildford Street, London, SE1 0ES",Southwark,SE1 0ES,51.503353,-0.09641,SWK-009392648506,,
"Flat 4, Tomline House Union Street, London, SE1 0ET",Southwark,SE1 0ET,51.503619,-0.096788,SWK-142581433712,,
"Flat 8, Tomline House Union Street, London, SE1 0ET",Southwark,SE1 0ET,51.503619,-0.096788,SWK-622954406075,,
"Flat 9, Tomline House Union Street, London, SE1 0ET",Southwark,SE1 0ET,51.503619,-0.096788,SWK-622186668414,,
"Flat 2, Tomline House Union Street, London, SE1 0ET",Southwark,SE1 0ET,51.503619,-0.096788,SWK-984882206266,,
"Flat 7, Tomline House Union Street, London, SE1 0ET",Southwark,SE1 0ET,51.503619,-0.096788,SWK-525522618974,,
"Flat 6, Tomline House Union Street, London, SE1 0ET",Southwark,SE1 0ET,51.503619,-0.096788,SWK-732276453695,,
"Flat 1, Tomline House Union Street, London, SE1 0ET",Southwark,SE1 0ET,51.503619,-0.096788,SWK-966780963471,,
"Flat 5, Tomline House Union Street, London, SE1 0ET",Southwark,SE1 0ET,51.503619,-0.096788,SWK-444622188374,,
"90, Southwark Bridge Road, London, SE1 0EX",Southwark,SE1 0EX,51.50291,-0.096875,SWK-983244667186,,
"92a, Southwark Bridge Road, London, SE1 0EX",Southwark,SE1 0EX,51.50291,-0.096875,SWK-675447944423,,
"Flat 93 130, Webber Street, London, SE1 0JP",Southwark,SE1 0JP,51.500699,-0.099114,SWK-945608586618,,
"Flat 89 130, Webber Street, London, SE1 0JP",Southwark,SE1 0JP,51.500699,-0.099114,SWK-030387996192,,
"Flat 8, Farnham House Union Street, London, SE1 0LD",Southwark,SE1 0LD,51.503652,-0.097118,SWK-848935249252,,
"Flat 5, Farnham House Union Street, London, SE1 0LD",Southwark,SE1 0LD,51.503652,-0.097118,SWK-491026850174,,
"Flat 9, Farnham House Union Street, London, SE1 0LD",Southwark,SE1 0LD,51.503652,-0.097118,SWK-052823822177,,
"Flat 7, Farnham House Union Street, London, SE1 0LD",Southwark,SE1 0LD,51.503652,-0.097118,SWK-462367061695,,
"Flat 10, Farnham House Union Street, London, SE1 0LD",Southwark,SE1 0LD,51.503652,-0.097118,SWK-062691510331,,
"Flat 4, Farnham House Union Street, London, SE1 0LD",Southwark,SE1 0LD,51.503652,-0.097118,SWK-309918098490,,
"Flat 3, Farnham House Union Street, London, SE1 0LD",Southwark,SE1 0LD,51.503652,-0.097118,SWK-792378949826,,
"Flat 19, Trelawney House Union Street, London, SE1 0LF",Southwark,SE1 0LF,51.503658,-0.097478,SWK-866928773628,,
"Flat 16, Trelawney House Union Street, London, SE1 0LF",Southwark,SE1 0LF,51.503658,-0.097478,SWK-236797539332,,
"Flat 17, Trelawney House Union Street, London, SE1 0LF",Southwark,SE1 0LF,51.503658,-0.097478,SWK-375236200716,,
"Flat 25 237, Union Street, London, SE1 0LR",Southwark,SE1 0LR,51.503421,-0.102272,SWK-195596547348,,
"Flat 9 237, Union Street, London, SE1 0LR",Southwark,SE1 0LR,51.503421,-0.102272,SWK-137717287065,,
"Flat 2 237, Union Street, London, SE1 0LR",Southwark,SE1 0LR,51.503421,-0.102272,SWK-050065780693,,
"Flat 68, Rowland Hill House Nelson Square, London, SE1 0LT",Southwark,SE1 0LT,51.503365,-0.102749,SWK-466570365072,,
"Flat 96, Rowland Hill House Nelson Square, London, SE1 0LT",Southwark,SE1 0LT,51.503365,-0.102749,SWK-334384844301,,
"Flat 21, Vaughan House Nelson Square, London, SE1 0PY",Southwark,SE1 0PY,51.502949,-0.104251,SWK-132732475007,,
"Flat 40, Vaughan House Nelson Square, London, SE1 0PY",Southwark,SE1 0PY,51.502949,-0.104251,SWK-663514302581,,
"Flat 181, Applegarth House Nelson Square, London, SE1 0PZ",Southwark,SE1 0PZ,51.502706,-0.10259,SWK-623720138088,,
"Flat 163, Applegarth House Nelson Square, London, SE1 0PZ",Southwark,SE1 0PZ,51.502706,-0.10259,SWK-702865168994,,
"Flat 217, Helen Gladstone House Nelson Square, London, SE1 0QB",Southwark,SE1 0QB,51.502421,-0.103869,SWK-628374246845,,
"Flat 210, Helen Gladstone House Nelson Square, London, SE1 0QB",Southwark,SE1 0QB,51.502421,-0.103869,SWK-904576596430,,
"28b, Glasshill Street, London, SE1 0QR",Southwark,SE1 0QR,51.501689,-0.101436,SWK-494363009866,,
"6, Eliza House 38, Glasshill Street, London, SE1 0QR",Southwark,SE1 0QR,51.501689,-0.101436,SWK-344635780410,,
"7, Bell House 57, Webber Street, London, SE1 0RF",Southwark,SE1 0RF,51.500991,-0.102733,SWK-552448459114,,
"5, Bell House 57, Webber Street, London, SE1 0RF",Southwark,SE1 0RF,51.500991,-0.102733,SWK-009926776886,,
"Flat 13, Markstone House Lancaster Street, London, SE1 0RL",Southwark,SE1 0RL,51.500558,-0.103759,SWK-308285987947,,
"Flat 1, Bazeley House Library Street, London, SE1 0RN",Southwark,SE1 0RN,51.5002,-0.103875,SWK-597812991034,,
"Flat A 42, Davidge Street, London, SE1 0RR",Southwark,SE1 0RR,51.499662,-0.102846,SWK-762795892202,,
"Flat 14, Lingfield House Lancaster Estate Lancaster Street, London, SE1 0RW",Southwark,SE1 0RW,51.499725,-0.102281,SWK-538456200997,,
"Flat 3, Lingfield House Lancaster Estate Lancaster Street, London, SE1 0RW",Southwark,SE1 0RW,51.499725,-0.102281,SWK-217989484990,,
"Flat 8, Lingfield House Lancaster Estate Lancaster Street, London, SE1 0RW",Southwark,SE1 0RW,51.499725,-0.102281,SWK-727233576599,,
"Flat 33, Lingfield House Lancaster Estate Lancaster Street, London, SE1 0RW",Southwark,SE1 0RW,51.499725,-0.102281,SWK-096296254859,,
"Flat 30, Lingfield House Lancaster Estate Lancaster Street, London, SE1 0RW",Southwark,SE1 0RW,51.499725,-0.102281,SWK-598703350033,,
"Flat 4, Clandon Buildings Boyfield Street, London, SE1 0SD",Southwark,SE1 0SD,51.500634,-0.10233,SWK-806808987679,,
"Flat 9, Clandon Buildings Boyfield Street, London, SE1 0SD",Southwark,SE1 0SD,51.500634,-0.10233,SWK-796382699772,,
"Flat 11, Clandon Buildings Boyfield Street, London, SE1 0SD",Southwark,SE1 0SD,51.500634,-0.10233,SWK-533318301799,,
"Flat 10, Clandon Buildings Boyfield Street, London, SE1 0SD",Southwark,SE1 0SD,51.500634,-0.10233,SWK-676918840542,,
"Flat 20 5b, Bear Lane, London, SE1 0UH",Southwark,SE1 0UH,51.505233,-0.102038,SWK-337247475601,,
"30a, Dolben Street, London, SE1 0UQ",Southwark,SE1 0UQ,51.504975,-0.102178,SWK-054129087001,,
"Flat 5 31, Dolben Street, London, SE1 0UQ",Southwark,SE1 0UQ,51.504975,-0.102178,SWK-254398641618,,
"2, Brinton Walk, London, SE1 0XD",Southwark,SE1 0XD,51.504728,-0.103615,SWK-169929632265,,
"2, Rotherham Walk, London, SE1 0XE",Southwark,SE1 0XE,51.504493,-0.103495,SWK-691909711073,,
"14, Nicholson Street, London, SE1 0XP",Southwark,SE1 0XP,51.504946,-0.10375,SWK-060815961059,,
"8, Nicholson Street, London, SE1 0XP",Southwark,SE1 0XP,51.504946,-0.10375,SWK-342408152869,,
"Flat 66, Brandon House 10, Hilary Mews, London, SE1 1AP",Southwark,SE1 1AP,51.501664,-0.093757,SWK-745126197398,,
"Flat 67, Brandon House 10, Hilary Mews, London, SE1 1AP",Southwark,SE1 1AP,51.501664,-0.093757,SWK-465498752201,,
"Flat 11 66, Swan Street, London, SE1 1AY",Southwark,SE1 1AY,51.499015,-0.095136,SWK-908006744930,,
"Flat 14 66, Swan Street, London, SE1 1AY",Southwark,SE1 1AY,51.499015,-0.095136,SWK-001803590154,,
"Flat 19 66, Swan Street, London, SE1 1AY",Southwark,SE1 1AY,51.499015,-0.095136,SWK-365951660246,,
"Flat 3 11, Chapel Court, London, SE1 1AZ",Southwark,SE1 1AZ,51.50254,-0.091775,SWK-120409796135,,
"Flat 2 11, Chapel Court, London, SE1 1AZ",Southwark,SE1 1AZ,51.50254,-0.091775,SWK-458639141823,,
"Flat 1 11, Chapel Court, London, SE1 1AZ",Southwark,SE1 1AZ,51.50254,-0.091775,SWK-228438157535,,
"Flat 5, Redwing Court 4, Swan Street, London, SE1 1BB",Southwark,SE1 1BB,51.500299,-0.09331,SWK-232663470447,,
"Flat 10, Redwing Court 4, Swan Street, London, SE1 1BB",Southwark,SE1 1BB,51.500299,-0.09331,SWK-458569942224,,
"Flat 3, Redwing Court 4, Swan Street, London, SE1 1BB",Southwark,SE1 1BB,51.500299,-0.09331,SWK-258506080771,,
"Flat 7, Redwing Court 4, Swan Street, London, SE1 1BB",Southwark,SE1 1BB,51.500299,-0.09331,SWK-337205189565,,
"Flat 8, Lapwing Court 6, Swan Street, London, SE1 1BE",Southwark,SE1 1BE,51.500503,-0.093172,SWK-840707150833,,
"Flat 9, Lapwing Court 6, Swan Street, London, SE1 1BE",Southwark,SE1 1BE,51.500503,-0.093172,SWK-655667437661,,
"Flat 6, Lapwing Court 6, Swan Street, London, SE1 1BE",Southwark,SE1 1BE,51.500503,-0.093172,SWK-877719387164,,
"Flat 7, Lapwing Court 6, Swan Street, London, SE1 1BE",Southwark,SE1 1BE,51.500503,-0.093172,SWK-315939476966,,
"Flat 5, Lapwing Court 6, Swan Street, London, SE1 1BE",Southwark,SE1 1BE,51.500503,-0.093172,SWK-360462596714,,
"Flat 12, Lapwing Court 6, Swan Street, London, SE1 1BE",Southwark,SE1 1BE,51.500503,-0.093172,SWK-651378158927,,
"Flat 2, Kingfisher Court 8, Swan Street, London, SE1 1BF",Southwark,SE1 1BF,51.500409,-0.093435,SWK-225749802026,,
"Flat 4, Kingfisher Court 8, Swan Street, London, SE1 1BF",Southwark,SE1 1BF,51.500409,-0.093435,SWK-302517374522,,
"Flat 1, Kingfisher Court 8, Swan Street, London, SE1 1BF",Southwark,SE1 1BF,51.500409,-0.093435,SWK-341379137237,,
"Flat 9, Kingfisher Court 8, Swan Street, London, SE1 1BF",Southwark,SE1 1BF,51.500409,-0.093435,SWK-696891562899,,
"Flat 18, Kingfisher Court 8, Swan Street, London, SE1 1BF",Southwark,SE1 1BF,51.500409,-0.093435,SWK-845004645579,,
"Flat 7, Kingfisher Court 8, Swan Street, London, SE1 1BF",Southwark,SE1 1BF,51.500409,-0.093435,SWK-283831664463,,
"Flat 5, Kingfisher Court 8, Swan Street, London, SE1 1BF",Southwark,SE1 1BF,51.500409,-0.093435,SWK-043257488692,,
"Flat 14, Kingfisher Court 8, Swan Street, London, SE1 1BF",Southwark,SE1 1BF,51.500409,-0.093435,SWK-316090088822,,
"Flat 15, Kingfisher Court 8, Swan Street, London, SE1 1BF",Southwark,SE1 1BF,51.500409,-0.093435,SWK-058877036136,,
"Flat 12, Berwick Court 10, Swan Street, London, SE1 1BG",Southwark,SE1 1BG,51.500269,-0.093686,SWK-292794117329,,
"Flat 13, Berwick Court 10, Swan Street, London, SE1 1BG",Southwark,SE1 1BG,51.500269,-0.093686,SWK-902978183547,,
"Flat 3, Berwick Court 10, Swan Street, London, SE1 1BG",Southwark,SE1 1BG,51.500269,-0.093686,SWK-522812649797,,
"Flat 10, Berwick Court 10, Swan Street, London, SE1 1BG",Southwark,SE1 1BG,51.500269,-0.093686,SWK-992467811035,,
"Flat 5, Drake Court 12, Swan Street, London, SE1 1BH",Southwark,SE1 1BH,51.500146,-0.093907,SWK-840795537711,,
"Flat 21, Drake Court 12, Swan Street, London, SE1 1BH",Southwark,SE1 1BH,51.500146,-0.093907,SWK-196937583693,,
"Flat 14, Drake Court 12, Swan Street, London, SE1 1BH",Southwark,SE1 1BH,51.500146,-0.093907,SWK-750771210061,,
"Flat 24, Drake Court 12, Swan Street, London, SE1 1BH",Southwark,SE1 1BH,51.500146,-0.093907,SWK-051007875292,,
"Flat 6, Drake Court 12, Swan Street, London, SE1 1BH",Southwark,SE1 1BH,51.500146,-0.093907,SWK-139388705289,,
"Flat 19, Drake Court 12, Swan Street, London, SE1 1BH",Southwark,SE1 1BH,51.500146,-0.093907,SWK-998276978894,,
"Flat 18, Drake Court 12, Swan Street, London, SE1 1BH",Southwark,SE1 1BH,51.500146,-0.093907,SWK-349163663820,,
"Flat 1, Drake Court 12, Swan Street, London, SE1 1BH",Southwark,SE1 1BH,51.500146,-0.093907,SWK-664007282242,,
"Flat 7, Drake Court 12, Swan Street, London, SE1 1BH",Southwark,SE1 1BH,51.500146,-0.093907,SWK-486383893393,,
"Flat 2, Drake Court 12, Swan Street, London, SE1 1BH",Southwark,SE1 1BH,51.500146,-0.093907,SWK-407172813428,,
"Flat 3, Drake Court 12, Swan Street, London, SE1 1BH",Southwark,SE1 1BH,51.500146,-0.093907,SWK-814242292936,,
"Flat 1, Skylark Court 14, Swan Street, London, SE1 1BJ",Southwark,SE1 1BJ,51.500054,-0.093738,SWK-371462252522,,
"Flat 9, Skylark Court 14, Swan Street, London, SE1 1BJ",Southwark,SE1 1BJ,51.500054,-0.093738,SWK-813186458042,,
"Flat 2, Skylark Court 14, Swan Street, London, SE1 1BJ",Southwark,SE1 1BJ,51.500054,-0.093738,SWK-191000121402,,
"Flat 10, Skylark Court 14, Swan Street, London, SE1 1BJ",Southwark,SE1 1BJ,51.500054,-0.093738,SWK-791277243893,,
"27c, Swan Street, London, SE1 1BY",Southwark,SE1 1BY,51.499728,-0.093593,SWK-501719414198,,
"Flat 3 18, Trinity Street, London, SE1 1DB",Southwark,SE1 1DB,51.499537,-0.095128,SWK-985537367634,,
"Flat 1 6, Trinity Street, London, SE1 1DB",Southwark,SE1 1DB,51.499537,-0.095128,SWK-822526052381,,
"Second Floor And Third Floor Flat 2, Trinity Street, London, SE1 1DB",Southwark,SE1 1DB,51.499537,-0.095128,SWK-326345592636,,
"86a, Borough Road, London, SE1 1DN",Southwark,SE1 1DN,51.498845,-0.099076,SWK-747465669974,,
"Flat 5, Gloucester Court Swan Street, London, SE1 1DQ",Southwark,SE1 1DQ,51.498795,-0.094871,SWK-341622843328,,
"Flat 44, Douglas Buildings Marshalsea Road, London, SE1 1EJ",Southwark,SE1 1EJ,51.50173,-0.095094,SWK-987132936636,,
"Flat 30, Pattison House Redcross Way, London, SE1 1EY",Southwark,SE1 1EY,51.502879,-0.094931,SWK-843728934200,,
"Flat 14, Pattison House Redcross Way, London, SE1 1EY",Southwark,SE1 1EY,51.502879,-0.094931,SWK-136781774366,,
"Flat 35, Pattison House Redcross Way, London, SE1 1EY",Southwark,SE1 1EY,51.502879,-0.094931,SWK-104326126933,,
"Flat 33, Pattison House Redcross Way, London, SE1 1EY",Southwark,SE1 1EY,51.502879,-0.094931,SWK-442866667746,,
"Flat 31, Pattison House Redcross Way, London, SE1 1EY",Southwark,SE1 1EY,51.502879,-0.094931,SWK-696615799795,,
"Flat 16, Pattison House Redcross Way, London, SE1 1EY",Southwark,SE1 1EY,51.502879,-0.094931,SWK-260644458593,,
"Flat 19, Babington House Redcross Way, London, SE1 1EZ",Southwark,SE1 1EZ,51.502352,-0.094622,SWK-854671205528,,
"Flat 15, Babington House Redcross Way, London, SE1 1EZ",Southwark,SE1 1EZ,51.502352,-0.094622,SWK-079401821953,,
"Apartment 6, Sussex House 3, Maidstone Buildings Mews, London, SE1 1GF",Southwark,SE1 1GF,51.504106,-0.092445,SWK-479508152208,,
"26a, Marshalsea Road, London, SE1 1HF",Southwark,SE1 1HF,51.502419,-0.095411,SWK-379088434695,,
"Flat 5 12, Marshalsea Road, London, SE1 1HL",Southwark,SE1 1HL,51.501763,-0.094329,SWK-431887320752,,
"Flat 12 1, Disney Place, London, SE1 1HP",Southwark,SE1 1HP,51.502063,-0.094519,SWK-661606925954,,
"Second Floor 151, Borough High Street, London, SE1 1HR",Southwark,SE1 1HR,51.502862,-0.091675,SWK-884454984701,,
"Flat 10, St Michaels Court 3, Hulme Place, London, SE1 1HY",Southwark,SE1 1HY,51.499873,-0.094783,SWK-498229346002,,
"Flat 1, St Michaels Court 3, Hulme Place, London, SE1 1HY",Southwark,SE1 1HY,51.499873,-0.094783,SWK-830061614288,,
"Flat 12, St Michaels Court 3, Hulme Place, London, SE1 1HY",Southwark,SE1 1HY,51.499873,-0.094783,SWK-738936167847,,
"Flat 8, St Michaels Court 3, Hulme Place, London, SE1 1HY",Southwark,SE1 1HY,51.499873,-0.094783,SWK-604956392101,,
"Flat 7, St Michaels Court 3, Hulme Place, London, SE1 1HY",Southwark,SE1 1HY,51.499873,-0.094783,SWK-727197403218,,
"Flat 11, St Michaels Court 3, Hulme Place, London, SE1 1HY",Southwark,SE1 1HY,51.499873,-0.094783,SWK-047496528852,,
"Flat 6, St Michaels Court 3, Hulme Place, London, SE1 1HY",Southwark,SE1 1HY,51.499873,-0.094783,SWK-025568882585,,
"Flat 5, St Michaels Court 3, Hulme Place, London, SE1 1HY",Southwark,SE1 1HY,51.499873,-0.094783,SWK-589409386175,,
"Second Floor And Third Floor Flat 226a, Borough High Street, London, SE1 1JX",Southwark,SE1 1JX,51.500985,-0.094045,SWK-491892969766,,
"Flat 1 43, Borough High Street, London, SE1 1LZ",Southwark,SE1 1LZ,51.504861,-0.089603,SWK-419071460886,,
"Flat 3 43, Borough High Street, London, SE1 1LZ",Southwark,SE1 1LZ,51.504861,-0.089603,SWK-341736142064,,
"Flat 4 43, Borough High Street, London, SE1 1LZ",Southwark,SE1 1LZ,51.504861,-0.089603,SWK-631289598079,,
"Flat 2 43, Borough High Street, London, SE1 1LZ",Southwark,SE1 1LZ,51.504861,-0.089603,SWK-826567982000,,
"3a, Kings Head Yard, London, SE1 1NA",Southwark,SE1 1NA,51.504634,-0.089469,SWK-002799647421,,
"Flat 3 53-55, Borough High Street, London, SE1 1NE",Southwark,SE1 1NE,51.504667,-0.089871,SWK-392094500642,,
"Flat 4 53-55, Borough High Street, London, SE1 1NE",Southwark,SE1 1NE,51.504667,-0.089871,SWK-300711846495,,
"Flat 2 53-55, Borough High Street, London, SE1 1NE",Southwark,SE1 1NE,51.504667,-0.089871,SWK-661948885790,,
"Flat 1 53-55, Borough High Street, London, SE1 1NE",Southwark,SE1 1NE,51.504667,-0.089871,SWK-200104062220,,
"Living Accommodation, George Inn 77, Borough High Street, London, SE1 1NH",Southwark,SE1 1NH,51.504307,-0.090405,SWK-644013576472,,
"Flat 4 99, Borough High Street, London, SE1 1NL",Southwark,SE1 1NL,51.504033,-0.09069,SWK-857660345625,,
"99, Borough High Street, SE1 1NL",Southwark,SE1 1NL,51.504033,-0.09069,SWK-492900995922,,
"Flat 27, Collinson Court Great Suffolk Street, London, SE1 1NZ",Southwark,SE1 1NZ,51.500145,-0.097149,SWK-570558639152,,
"Flat 19, Collinson Court Great Suffolk Street, London, SE1 1NZ",Southwark,SE1 1NZ,51.500145,-0.097149,SWK-089071728229,,
"Flat 37, Collinson Court Great Suffolk Street, London, SE1 1PA",Southwark,SE1 1PA,51.500145,-0.097149,SWK-519869332650,,
"Flat 61, Collinson Court Great Suffolk Street, London, SE1 1PA",Southwark,SE1 1PA,51.500145,-0.097149,SWK-264741536449,,
"156a, Great Suffolk Street, London, SE1 1PE",Southwark,SE1 1PE,51.500548,-0.098141,SWK-490405717020,,
"Flat 21, Lant House Lant Estate Lant Street, London, SE1 1PJ",Southwark,SE1 1PJ,51.501357,-0.096997,SWK-806846267621,,
"Flat 13, Lant House Lant Estate Lant Street, London, SE1 1PJ",Southwark,SE1 1PJ,51.501357,-0.096997,SWK-010271303884,,
"15, Mccoid Way, London, SE1 1PT",Southwark,SE1 1PT,51.499658,-0.098178,SWK-736263273981,,
"5, Borough Square, London, SE1 1PX",Southwark,SE1 1PX,51.499638,-0.097458,SWK-183928575602,,
"Flat 7, Trundle House Lant Estate Trundle Street, London, SE1 1QS",Southwark,SE1 1QS,51.501653,-0.096942,SWK-835161962839,,
"Flat 4, Trundle House Lant Estate Trundle Street, London, SE1 1QS",Southwark,SE1 1QS,51.501653,-0.096942,SWK-067986820937,,
"Flat 1, Trundle House Lant Estate Trundle Street, London, SE1 1QS",Southwark,SE1 1QS,51.501653,-0.096942,SWK-987137878342,,
"Flat 6 56, Lant Street, London, SE1 1RE",Southwark,SE1 1RE,51.500976,-0.095673,SWK-345214781840,,
"Flat B, Sterling House 33, Union Street, London, SE1 1SD",Southwark,SE1 1SD,51.50351,-0.093363,SWK-666147975564,,
"77a, Union Street, London, SE1 1SG",Southwark,SE1 1SG,51.503842,-0.095006,SWK-126315366639,,
"4, Calverts Building 52, Borough High Street, London, SE1 1XN",Southwark,SE1 1XN,51.504235,-0.091517,SWK-729554898725,,
"Flat 50, Boughton House Tennis Street, London, SE1 1YF",Southwark,SE1 1YF,51.50206,-0.09047,SWK-603271269567,,
"Flat 18, Boughton House Tennis Street, London, SE1 1YF",Southwark,SE1 1YF,51.50206,-0.09047,SWK-696418635921,,
"Flat 44, Boughton House Tennis Street, London, SE1 1YF",Southwark,SE1 1YF,51.50206,-0.09047,SWK-305931625061,,
"Flat 40, Boughton House Tennis Street, London, SE1 1YF",Southwark,SE1 1YF,51.50206,-0.09047,SWK-892292308054,,
"Flat 7, Boughton House Tennis Street, London, SE1 1YF",Southwark,SE1 1YF,51.50206,-0.09047,SWK-930839659474,,
"Flat 5, Boughton House Tennis Street, London, SE1 1YF",Southwark,SE1 1YF,51.50206,-0.09047,SWK-867702588033,,
"Flat 32, Boughton House Tennis Street, London, SE1 1YF",Southwark,SE1 1YF,51.50206,-0.09047,SWK-013466650024,,
"Flat 19, Brenley House Tabard Garden Estate Tennis Street, London, SE1 1YG",Southwark,SE1 1YG,51.501205,-0.090405,SWK-039176509729,,
"Flat 34, Brenley House Tabard Garden Estate Tennis Street, London, SE1 1YG",Southwark,SE1 1YG,51.501205,-0.090405,SWK-573220546228,,
"Flat 17, Brenley House Tabard Garden Estate Tennis Street, London, SE1 1YG",Southwark,SE1 1YG,51.501205,-0.090405,SWK-975499209020,,
"Flat 26, Brenley House Tabard Garden Estate Tennis Street, London, SE1 1YG",Southwark,SE1 1YG,51.501205,-0.090405,SWK-200870544485,,
"Flat 5, Brenley House Tabard Garden Estate Tennis Street, London, SE1 1YG",Southwark,SE1 1YG,51.501205,-0.090405,SWK-875620637212,,
"Flat 21, Brenley House Tabard Garden Estate Tennis Street, London, SE1 1YG",Southwark,SE1 1YG,51.501205,-0.090405,SWK-433578893739,,
"Flat 11, Brenley House Tabard Garden Estate Tennis Street, London, SE1 1YG",Southwark,SE1 1YG,51.501205,-0.090405,SWK-155823987855,,
"Flat 40, Brenley House Tabard Garden Estate Tennis Street, London, SE1 1YG",Southwark,SE1 1YG,51.501205,-0.090405,SWK-600464269477,,
"Flat 30, Brenley House Tabard Garden Estate Tennis Street, London, SE1 1YG",Southwark,SE1 1YG,51.501205,-0.090405,SWK-744350710657,,
"Flat 3, Brenley House Tabard Garden Estate Tennis Street, London, SE1 1YG",Southwark,SE1 1YG,51.501205,-0.090405,SWK-073736745213,,
"Flat 27, Brenley House Tabard Garden Estate Tennis Street, London, SE1 1YG",Southwark,SE1 1YG,51.501205,-0.090405,SWK-923411931334,,
"Flat 56, Balin House Long Lane, London, SE1 1YH",Southwark,SE1 1YH,51.501204,-0.089828,SWK-775508974630,,
"Flat 47, Balin House Long Lane, London, SE1 1YH",Southwark,SE1 1YH,51.501204,-0.089828,SWK-881566838997,,
"Flat 36, Balin House Long Lane, London, SE1 1YH",Southwark,SE1 1YH,51.501204,-0.089828,SWK-331155551588,,
"Flat 42, Balin House Long Lane, London, SE1 1YH",Southwark,SE1 1YH,51.501204,-0.089828,SWK-197344358798,,
"Flat 70, Balin House Long Lane, London, SE1 1YH",Southwark,SE1 1YH,51.501204,-0.089828,SWK-593890500693,,
"Flat 39, Balin House Long Lane, London, SE1 1YH",Southwark,SE1 1YH,51.501204,-0.089828,SWK-960402007934,,
"Flat 12 1, Bowling Green Place, London, SE1 1YL",Southwark,SE1 1YL,51.502015,-0.089362,SWK-648283691230,,
"Flat 5 1, Bowling Green Place, London, SE1 1YL",Southwark,SE1 1YL,51.502015,-0.089362,SWK-121364618677,,
"Flat 9 1, Bowling Green Place, London, SE1 1YL",Southwark,SE1 1YL,51.502015,-0.089362,SWK-337653174019,,
"Flat 1 1, Bowling Green Place, London, SE1 1YL",Southwark,SE1 1YL,51.502015,-0.089362,SWK-067211188129,,
"Flat 8 5, Plantain Place, London, SE1 1YN",Southwark,SE1 1YN,51.50134,-0.089318,SWK-840923779066,,
"Flat 6 5, Plantain Place, London, SE1 1YN",Southwark,SE1 1YN,51.50134,-0.089318,SWK-264586768190,,
"Flat 2 5, Plantain Place, London, SE1 1YN",Southwark,SE1 1YN,51.50134,-0.089318,SWK-206743302350,,
"Flat 7 5, Plantain Place, London, SE1 1YN",Southwark,SE1 1YN,51.50134,-0.089318,SWK-107227911924,,
"Flat 11, Betsham House Newcomen Street, London, SE1 1YU",Southwark,SE1 1YU,51.502551,-0.090795,SWK-430944556375,,
